4509 Depew Avenue,"$4,800",72
2001 S Mo Pac Expy,"$1,590",47
502 Genard St,"$1,495",66
Tom Harrell,$970,64
7581 CHEVY CHASE DR.,$720,36
9133 Northgate Blvd - 101,$760,53
2602 Penny Lane #207,$850,66
2822 Rio Grande Street - 201,"$2,875",91
2311 S. 5TH STREET,"$1,275",75
6601 Back Bay Ln,"$2,950",15
812 East 30th Street,"$2,595",81
Austin Luxury Realty,"$2,635",77
BG Realty,$995,50
The Leaf Group,"$1,017",74
Urban Squared Realty,$989,43
U2R,"$1,395",30
5304 Saint Georges Green Unit D,$975,51
U2R,"$1,835",70
Urban Squared Realty,$850,45
Austin Luxury Realty,"$2,429",96
U2R,"$1,125",79
5501 S MO Pac Expy Apt 109,$952,41
2525 South Lamar Blvd. Unit 318,"$1,795",64
Realty Pros of Austin,"$2,200",45
513 South Park - Unit 101,$995,63
Tom Harrell,"$1,553",87
4306 Caswell #A,"$1,995",79
W&L Acorn LLC,"$3,500",33
3115 Helms Street #102 - Sunchase #102,"$1,650",82
1405 NORTH LOOP BLVD.,"$1,124",78
1501 West 9th Street - Unit A,"$1,495",86
4802 Clarkson Avenue,"$3,900",66
The Leaf Group,$950,41
1131 Hollow Creek - 102,$995,40
2002 Courtney St. - 2002 Courtney St #A,"$1,250",42
3404 1/2 Grooms - Unit A,"$1,100",77
Urban Squared Realty,"$1,300",77
105 WEST 38 1/2 ST.,"$1,000",76
Austin Realty Services,$975,69
7104 Fig Vine Cove,"$2,395",13
Tom Harrell,"$2,912",94
7112 Bay City Bend,"$2,250",N/A
8926 N. LAMAR BLVD.,$800,76
"2612 San Pedro, #112","$3,000",85
The Leaf Group,"$1,625",86
Avenue H 4713 - Unit A,"$1,050",74
U2R,"$1,300",80
5216 McCarty Ln - Unit 2,"$1,175",21
BG Realty,"$1,740",97
7500 Bennett Avenue - Unit B,"$1,325",55
2021 Geniveive Lane,"$1,950",41
201 Brazos St Unit 1509,"$1,500",98
512 Lightsey Road,"$2,300",63
3111 Tom Green #306 - 306,"$1,295",81
Austin Luxury Realty,"$1,442",79
Realty Pros of Austin,"$1,895",84
9616 Curlew Drive,"$1,375",37
2204 Enfield Rd,"$1,050",45
1300 SPYGLASS DR.,$857,33
Austin Realty Services,$975,66
516 DAWSON RD.,"$1,299",78
407 W Elizabeth - Unit A,"$1,945",86
U2R,"$1,200",69
1711 Rutland Dr,$725,40
12100 METRIC BLVD.,$858,50
Austin Realty Services,"$1,025",72
4715 Harmon Ave,"$1,195",69
2208 SOUTH 5TH STREET,"$1,065",75
4307 AVENUE A,"$1,000",84
7685 Northcross Drive Unit 326,"$1,150",77
Copper Mill,$930,61
502 W. LONGSPUR BLVD.,$745,59
2209 Hancock Dr,"$1,400",77
910 East 38th Street,"$4,000",71
ATX Apartments & Realty,"$2,200",61
7200 Duval St - 128,$945,66
All City Real Estate,"$1,378",74
2839 Shoal Crest Avenue - Unit A,"$4,000",74
2425 CROMWELL CIR.,$749,20
Edge on SoCo,$929,60
U2R,"$1,050",49
3422 Willowrun Dr,"$1,095",61
918 East 40th Street,"$1,000",75
Apartment Specialists,"$2,130",38
Austin Luxury Realty,"$1,600",80
Austin Realty Services,$849,80
827 Harris Avenue,"$5,100",79
Austin Luxury Realty,"$2,030",74
Austin Luxury Realty,"$2,634",97
1044 NORWOOD PARK BLVD,$687,56
BG Realty,$808,11
3805 ALPINE CIR,$940,66
Urban Squared Realty,$985,79
Austin Luxury Realty,"$2,400",97
All City Real Estate,"$1,050",75
4900 Parrell Path,"$1,395",55
1630 RUTLAND DR.,$650,43
Austin Luxury Realty,"$1,965",84
1824 SOUTH I H 35,$950,48
BG Realty,$748,60
8312 IH-35 N.,$769,38
Austin Realty Services,"$1,050",80
3110 Grandview Street,"$8,100",85
Apartment Specialists,"$1,426",62
Realty Pros of Austin,$895,81
U2R,"$1,350",48
Realty Pros of Austin,"$1,650",84
2200 PANTHER TRAIL,"$1,025",59
9315 Northgate Blvd,$825,47
1021 East 45th Street,"$2,700",73
Austin Luxury Realty,"$1,575",86
"2408 South 3rd Street, Unit E","$1,350",58
501 EAST STASSNEY LANE,"$1,085",58
Urban Squared Realty,"$1,000",53
Austin Realty Services,$858,59
6307 BLUFF SPRINGS RD.,"$1,015",56
2808 Nordham Dr.,"$1,695",40
Austin Luxury Realty,"$1,530",29
Pauly Presley,"$1,530",48
ATX Apartments & Realty,"$1,235",28
11612 Hidden Quail,"$1,525",31
Austin Realty Services,"$1,289",62
7611 Eastcrest,"$1,700",50
911 Romeria Unit A,"$1,275",68
U2R,"$1,230",22
5305 Woodland Oaks Court - A,$995,57
U2R,"$1,163",60
Urban Squared Realty,$895,88
7515 Carriage Dr,"$1,900",57
2124 Burton Dr #135,"$1,195",53
Austin Luxury Realty,"$1,850",61
2104 San Gabriel St,$850,85
2621 Ektom Dr,"$1,000",51
Realty Pros of Austin,"$1,250",62
1607 Waterloo Trl # A,"$1,600",40
5607 Sunshine Dr 104,$900,79
101,$919,81
7630 WOOD HOLLOW DR.,$694,59
5115 Martin - 5115 Martin,"$2,400",69
5806 Emerald Forest Drive #A,"$1,195",61
200 S Lamar Blvd,"$1,830",63
Urban Squared Realty,"$2,300",63
1900 RIVER CROSSING CR.,"$1,300",32
4316 Bull Creek Rd,$995,40
1088 PARK PLAZA,$692,16
923 East 37th Street,"$6,900",60
Austin Luxury Realty,"$1,520",87
7700 N. CAPITAL OF TX HWY.,"$1,175",4
407 West 35th Street - Unit A,"$3,100",86
9617 GREAT HILLS TR.,$980,68
824 East 30th,"$4,000",81
University Realty,"$1,075",81
519 LIGHTSEY RD.,$860,63
Cricket Hollow,$775,33
12889 Park Dr,"$4,000",19
7021 Outfitter Drive,"$1,795",5
3003 Burning Oak Drive,"$2,800",16
Wilmes Property,"$1,695",69
Austin Luxury Realty,"$1,570",80
Austin Realty Services,"$1,019",60
Apartments HERE!,"$1,068",59
Apartment Specialists,"$1,740",22
3317B Windsor Road,"$1,550",52
U2R,"$3,300",97
U2R,"$1,600",68
3510 West Avenue,"$8,000",77
3600 N Capital of Texas Hwy,"$1,172",46
11700 Metric Blvd,$835,50
7202 Geneva Drive,"$1,795",28
305 W. 35th St - 105,$850,84
Austin Realty Services,"$1,150",87
Austin Realty Services,$985,71
All City Real Estate,"$1,328",86
8625 Fireside Dr,$790,53
Realty Pros of Austin,$750,85
2903-B Catalina Dr,"$1,450",43
1900 Barton Springs RD Barton Springs RD Unit D3041,"$1,656",31
Austin Luxury Realty,"$2,205",86
ATX Apartments & Realty,"$1,300",77
10301 FM 2222,$930,28
1911 San Gabriel St,$995,88
5506 GROVER AVE,"$1,050",73
The Oslo,$699,58
Austin Luxury Realty,"$2,348",97
818 East 30th Street,"$2,550",81
Tom Harrell,"$1,789",89
Mueller 51 Apartments,$999,39
301 W 38th Street,$900,83
303 East 38th Street,"$5,400",74
Austin Realty Services,$909,72
1601 E Anderson Ln,$810,31
1401 ST EDWARDS DR.,$950,38
12151 NORTH IH 35,$692,29
8909 Parkfield Drive - 102,$895,60
2600 GRACY FARMS LN,"$1,000",45
4811 Brushy Ridge,"$1,375",28
U2R,$950,53
7011 Ribelin Ranch Rd,"$1,080",15
Realty Pros of Austin,$795,78
Urban Squared Realty,"$1,150",76
Kate w/ Apartment Experts,"$1,024",48
3404 Oxsheer Drive,"$2,950",14
117 W. William Cannon Dr. #132,$950,70
1508 Braes Ridge Dr - Unit A,"$1,395",52
Canyon Resort at Great Hills,"$1,099",20
2501 Manor Circle - Unit C,"$1,050",35
4525 Depew Avenue,"$5,000",73
The Leaf Group,"$1,119",51
4909 Duval,"$2,300",67
University Realty,"$1,200",76
Tom Harrell,"$1,292",41
7200 EASY WIND DR.,"$1,150",78
5210 Duval St.,"$1,295",65
Austin Luxury Realty,"$1,286",66
Austin Luxury Realty,"$1,325",76
U2R,"$1,088",24
1200 Mariposa Dr Unit 1,"$1,295",48
4314 Gillis Street,$750,54
47 RAINEY ST.,"$1,410",81
All City Real Estate,$974,40
U2R,$875,44
1603 Kinney Ave 2,"$1,695",69
All City Real Estate,"$1,437",87
924 E. Dean Keeton Street,$875,80
8709 Davis Oaks Trail,"$1,975",13
Realty Pros of Austin,$925,33
4701 Red River North #205,$800,69
1201 LADY BIRD LANE,"$1,150",40
Tom Harrell,$990,39
UT/CENTRAL / 3200-03 Helms / CALL OR TEXT 512 466-9666,$919,90
11210 Ranch Road 2222 Apt 329,$934,40
ATX Apartments & Realty,"$1,450",70
1908 RAINY MEADOWS DR,"$1,295",42
Austin Luxury Realty,"$1,484",79
1200 Baylor #301,"$3,200",88
6600 ED BLUESTEIN BLVD.,$673,13
5905 Burrough Dr,"$1,550",22
707 E 47th St Unit A,"$4,000",69
3601 Willow Springs Road,"$1,100",62
In the Mode Apartments,$875,77
All City Real Estate,$865,64
All City Real Estate,"$1,510",82
907 Cougar Cove -D,"$1,089",67
ATX Apartments & Realty,$975,9
Cheshire Gardens Apartments,$895,64
3819 SOUTHWAY DR.,$975,39
2615 Wheless Lane unit B,N/A,55
926 E. Dean Keeton,$875,80
100 Guadalupe St,"$2,390",94
U2R,$880,60
Austin Luxury Realty,"$1,380",86
10616 Mellow Meadows Dr 01C,$975,17
5514 Delwood Dr,"$1,850",56
1320 Southport Dr - C,"$1,000",32
114 E. 31st Street - 311,"$1,150",88
1500 Crossing Pl,"$1,250",45
All City Real Estate,"$1,225",62
1403 NORWALK,$600,49
U2R,"$1,095",60
U2R,"$1,775",28
Avesta Capella,$670,44
1501 Barton Springs Rd Apt 222,"$2,795",87
Apartment Specialists,"$1,569",83
3410 BURLESON RD,$860,39
12007 NORTH LAMAR BLVD,$850,25
1626 Palma Plaza #5,"$1,995",76
Austin Luxury Realty,"$1,225",59
2108 Tillery Street,$875,55
5800 BRODIE LN.,"$1,093",41
5610 Jeff Davis - Unit A,"$1,350",76
9306 GREAT HILLS TRAIL,"$4,000",49
40 N IH 35,"$2,350",71
Crescent,"$1,429",73
1510 W. North Loop Blvd - #421,"$1,399",81
2606 Wheless Lane - 1201,$850,46
6811 Great Northern Blvd - 6811B,$810,32
Austin Luxury Realty,"$1,500",74
130 CUMBERLAND DR.,$959,78
Mira Vista,$730,52
2425 ELMONT DRIVE,$959,63
1117 Hollow Creek Drive - 108,"$1,095",44
BG Realty,$685,36
3904 Hudson Bend Road Unit - B,$995,18
7032 Wood Hollow Dr,$995,70
5009 Cana Cove - Unit B,"$1,295",20
12109 Horseback Hollow Ct,"$3,900",2
University Realty,"$1,600",91
701 W. LONGSPUR BLVD.,$714,68
Austin Luxury Realty,"$1,450",91
ATX Apartments & Realty,"$1,300",62
11713 Cherisse Drive,"$2,475",27
313 W. 37th,"$1,800",85
BG Realty,$975,13
ATX Apartments & Realty,"$1,210",65
1645 E. 6TH STREET,$813,89
300 E Croslin St,$950,50
ATX Apartments & Realty,"$1,300",83
1601 Miriam Ave Unit 300,"$2,000",69
7501 S IH 35 FRONTAGE RD,"$1,099",14
6014 Westcreek Drive #A,"$1,095",27
Austin Realty Services,"$1,100",43
8805 NORTH PLAZA DR.,$625,25
Austin Realty Services,"$1,099",67
7201 Grand Canyon Dr - B,"$1,500",67
Austin Realty Services,$925,85
1101 Clayton Lane,$800,56
3840 Far West Boulevard - Unit 208,"$1,475",61
Village at Collinwood an After 55 Community,$844,45
907 West 30th Street - Unit B,"$3,150",85
3203 Helms St. #102,$925,82
Apartments HERE!,$945,65
Austin Absolute Realty,"$1,355",70
The Leaf Group,"$1,149",86
211 San Antonio St,"$1,758",94
U2R,"$1,325",41
6312 Capriola Drive,"$1,450",29
3617-A SUMMIT BEND,"$1,795",33
Austin Luxury Realty,"$1,834",98
54 Rainey Unit 408,"$2,200",81
4300 N QUINLAN PARK ROAD,$995,34
Austin Luxury Realty,"$2,543",97
7206 Twin Crest Dr 202,$850,60
9002 Sanger Drive Unit B,"$1,095",24
Tom Harrell,"$1,409",75
205 W. 55th,"$3,000",56
U2R,$904,1
2814 Pearl Street,"$6,250",83
2108 San Gabriel St,$875,85
U2R,"$1,725",70
8033 Gessner Drive - 233,$850,50
Austin Luxury Realty,"$2,184",97
U2R,"$1,400",12
1510 W. 6th St Unit 111,"$1,295",85
Realty Pros of Austin,"$1,425",75
Tom Harrell,"$1,529",19
7117 WOOD HOLLOW DR.,$862,69
8818 TRAVIS HILLS DR,$981,4
Austin Luxury Realty,"$1,953",97
2025 E 7th St # Bjs,"$2,028",89
Austin Luxury Realty,"$1,959",97
Urban Squared Realty,$904,25
Urban Squared Realty,"$1,313",69
Austin Luxury Realty,"$1,368",97
739 W. WILLIAM CANNON DR.,$839,63
2425 Ashdale Drive Unit 83,"$1,200",66
3100 Esperanza Xing,"$1,265",66
Austin Realty Services,$850,80
2211 NORTH LOOP W.,$957,80
2601 PENNY LN.,$799,66
Pauly Presley,$899,66
DwellStronger,$99,81
7202-A MEADOR AVE,"$1,395",58
"United Apartment Group, Inc.",$800,65
615 W. ST. JOHNS,$950,77
8700 Brodie Ln,"$1,059",31
909 East 38th Street,"$2,850",71
6433 Champion Grandview Way,"$1,193",11
Urban Squared Realty,$859,48
306 E 34th St. Unit B,"$5,500",73
2001 IH-35 S.,$910,45
Tom Harrell,"$1,510",79
5800 Wellington Drive,$850,50
Urban Squared Realty,$900,74
4608 Molera Drive,"$1,650",15
605 MASTERSON PASS,$683,42
8900 IH-35 N.,$744,42
8143 Ceberry Dr - Unit B,"$1,650",45
2210 Schriber St Unit A,"$2,850",58
1221 Armadillo Road - Unit B,"$1,325",40
All City Real Estate,"$1,125",71
All City Real Estate,"$1,050",53
305 E 31st St. Unit 5,"$2,500",86
Avesta Solano,$633,37
5426 MANCHACA ROAD,$800,60
10300 GOLDEN MEADOW DR.,$650,53
Austin Luxury Realty,"$1,455",47
300 West Ave Unit 1905,"$1,550",94
All City Real Estate,"$1,006",71
7201 S. CONGRESS AVE.,$839,41
$1309 1 bedroom Apartment in Southwest Austin Other SW Austin,"$1,309",15
$1025 1 bedroom Apartment in Central Austin Northwest Hills,"$1,025",66
$4500 4 bedroom House in South Austin Other South Austin,"$4,500",29
$1650 1 bedroom Apartment in Central Austin Downtown,"$1,650",90
$764 1 bedroom Apartment in Central Austin Sunset Valley,$764,51
$2500 2 bedroom House in Central Austin Northwest Hills,"$2,500",42
$1200 1 bedroom Apartment in South Austin Other South Austin,"$1,200",63
$1200 1 bedroom Apartment in West TX Odessa,"$1,200",18
$3300 2 bedroom House in Central Austin Other Central Austin,"$3,300",55
$900 1 bedroom Apartment in Northeast Austin Other NE Austin,$900,66
$1050 1 bedroom Dorm Style in Central Austin UT Area,"$1,050",85
$2600 3 bedroom House in West Austin Lakeway,"$2,600",5
$6500 3 bedroom Townhouse in Southwest Austin Other SW Austin,"$6,500",6
$1150 1 bedroom Apartment in Central Austin Travis Heights,"$1,150",65
$3500 4 bedroom House in Northwest Austin Other NW Austin,"$3,500",2
$775 0 bedroom Apartment in Central Austin Hyde Park,$775,75
$2450 2 bedroom House in Southeast Austin Other SE Austin,"$2,450",23
$3250 2 bedroom House in Central Austin Downtown,"$3,250",78
$1950 1 bedroom House in Central Austin Travis Heights,"$1,950",64
$2750 3 bedroom House in Central Austin Sunset Valley,"$2,750",9
$2899 1 bedroom Apartment in Central Austin Downtown,"$2,899",99
$895 1 bedroom Apartment in Central Austin UT Area,$895,80
$1600 2 bedroom Apartment in Central Austin UT Area,"$1,600",80
$3500 2 bedroom House in Central Austin Other Central Austin,"$3,500",81
$1522 1 bedroom Loft in Central Austin Other Central Austin,"$1,522",80
$3750 2 bedroom House in Southeast Austin Del Valle,"$3,750",9
$1120 2 bedroom Apartment in Central Austin UT Area,"$1,120",90
$900 1 bedroom Apartment in Central Austin UT Area,$900,78
$3500 1 bedroom Apartment in Central Austin Downtown,"$3,500",91
$2450 3 bedroom House in Northwest Austin Other NW Austin,"$2,450",6
$1500 1 bedroom Apartment in Central Austin Downtown,"$1,500",72
$1411 1 bedroom Apartment in Central Austin UT Area,"$1,411",73
$1700 0 bedroom Apartment in Central Austin Travis Heights,"$1,700",45
$2600 2 bedroom House in Central Austin Downtown,"$2,600",66
$1435 2 bedroom Apartment in Central Austin Hyde Park,"$1,435",78
$2540 2 bedroom Townhouse in Central Austin Travis Heights,"$2,540",14
$5250 3 bedroom House in Central Austin Tarrytown,"$5,250",53
$10637 3 bedroom Apartment in Central Austin Downtown,"$10,637",90
$3900 3 bedroom House in Central Austin Travis Heights,"$3,900",86
$3995 3 bedroom House in Central Austin Sunset Valley,"$3,995",51
$1800 1 bedroom Apartment in Central Austin Travis Heights,"$1,800",62
$1985 2 bedroom House in Central Austin Travis Heights,"$1,985",75
$825 1 bedroom Apartment in Central Austin Hyde Park,$825,79
$1150 0 bedroom Apartment in Central Austin Downtown,"$1,150",77
$2200 1 bedroom Apartment in Central Austin Other Central Austin,"$2,200",79
$2800 2 bedroom House in Central Austin Other Central Austin,"$2,800",86
$3250 3 bedroom House in Central Austin Travis Heights,"$3,250",71
$2800 2 bedroom Townhouse in Central Austin Travis Heights,"$2,800",87
$5900 3 bedroom House in West Austin West Lake Hills,"$5,900",1
$1440 2 bedroom Apartment in Southwest Austin Other SW Austin,"$1,440",28
$2400 1 bedroom Townhouse in Central Austin Downtown,"$2,400",89
$2800 2 bedroom House in Central Austin Travis Heights,"$2,800",51
$1017 0 bedroom Apartment in Central Austin UT Area,"$1,017",73
$1245 2 bedroom Apartment in Northwest Austin Northwest Hills,"$1,245",58
$1800 1 bedroom House in Central Austin Travis Heights,"$1,800",64
$2000 1 bedroom Townhouse in Central Austin Travis Heights,"$2,000",32
$1375 1 bedroom Apartment in Central Austin Tarrytown,"$1,375",69
$1399 1 bedroom Apartment in South Austin Other South Austin,"$1,399",60
$1195 2 bedroom Apartment in Central Austin Travis Heights,"$1,195",81
$1315 2 bedroom Apartment in Southwest Austin Other SW Austin,"$1,315",2
$948 1 bedroom Apartment in Northeast Austin Other NE Austin,$948,24
$4200 3 bedroom House in Central Austin Travis Heights,"$4,200",71
11125 Alterra Parkway,"$1,317",44
2904 Saville Loop,"$1,400",40
1195 E. 52nd Street,"$1,149",69
935 La Posada DR,"$1,400",58
"3517 North Hills Dr. | $845 | 1 bed, 1 full bath","$1,265",1
6580 Brodie Ln,"$1,290",50
205 Barton Springs Rd,"$2,105",77
11140 Alterra Parkway,"$1,832",44
5435 Manchaca Road,$900,60
Residences at Stassney,"$1,080",54
1215 Algarita Ave.,"$1,086",50
8440 Burnet Road,"$1,000",62
2050 E 7th St,"$2,347",86
8530 Burnet Rd.,"$1,005",61
8695 Brodie Ln,"$1,050",46
2300 S. 5th Street,"$1,148",75
6585 Brodie Ln,"$1,080",50
Oden Condos,"$1,110",10
6214 Blarwood Dr.,"$1,775",32
3480 S. 1st St.,"$1,178",62
2175 South 5th Street,"$1,295",66
Anderson Heights Apts,$980,36
3499 Ranch Rd,"$2,037",1
5595 Avenue F,"$1,363",58
2801 Barton Creek Blvd,"$1,375",32
13813 N MO Pac Expy,"$1,090",66
575 E 53rd St,"$1,200",67
5575 Avenue F,"$2,110",58
6600 Brodie Ln,"$1,995",50
Union Station Apts off Lamar,"$1,750",69
1005 East 5th St,"$1,830",91
2700 Barton Creek Blvd.,"$1,210",34
Far west Townhouses,"$1,425",50
6040 Abilene Trl.,"$1,750",13
11350 Four Pts,"$1,015",36
5450 Burnet Road,"$1,280",79
Southwest pkwy near Downtown,"$1,230",2
5600 Avenue F,"$1,773",58
2508 San Gabriel,"$1,075",84
Lake Mueller apts,"$1,660",57
2501 Thornton Rd,"$1,500",46
500 W 7th ST,"$1,550",98
4 points vistas,"$1,004",33
8888 Tallwood,"$1,345",24
3800 S. Congress Ave,"$1,367",75
2200 N Loop,"$1,300",80
Oden Slaughter ln apts,$885,25
Steiner apt homes,"$1,125",8
995 East 5th St.,"$1,715",91
200 Barton Springs Rd,"$3,315",77
903 Shoal Cliff,"$6,500",84
5445 Burnet Road,"$1,576",79
3475 S. 1st St,"$1,509",63
410 W 3rd St,"$1,963",97
500 E 38th ST,"$1,599",68
8312 N Interstate 35,$995,42
1600 W 5th St,"$1,714",85
East 7th street Condos,"$2,210",86
6775 Austin Center Blvd.,"$1,712",61
2600 W Braker Ln,"$1,395",47
5100 S 1st St,$999,57
04 Lakeside apt,"$1,767",52
"800 E 11th St,","$1,338",86
2119 EAST 7TH ST,"$1,525",88
1595 W 5th St,"$2,376",51
110 W. 51st,"$1,655",62
1235 Algarita,"$1,283",50
Pressler St Apts,"$1,596",46
"575 S. 1st St.,","$1,175",74
8005 W US 290 Hwy,"$1,595",14
7301 N FM 620,"$1,015",42
2055 E 7th St,"$2,051",86
8107 Mesa Dr,"$1,455",66
4110 Guadalupe St,"$1,786",85
97 Rainey,"$1,802",89
225 Barton Springs Rd,"$5,280",77
6201 Wynona Avenue,"$1,319",70
9000 RM-2222,$835,7
Town Lake Apts,"$2,890",71
4400 N Lamar Blvd,"$2,500",86
3180 S 1st St,$945,60
Sky South Lamar,"$1,912",64
3175 S. 1st St.,"$1,290",60
1010 East 5th St.,"$2,490",91
1190 E 52nd St,"$1,179",69
Lofts at 45th,"$1,525",80
220 Barton Springs Rd.,"$2,334",77
8690 Brodie Ln,"$1,368",44
Riverside apts,"$1,600",71
7080 Bluff Springs Rd,"$1,170",48
716 B Ramble,"$1,250",63
Convenient Campus Efficiency,$895,76
SOCO LIVING IN STYLE,"$3,395",89
Newly Refinished Home in Allendale!,"$1,895",32
Funky East Side Home,N/A,87
Gorgeous Ground Floor Condo,"$1,750",54
Gated Condo Community in SW Austin!,"$1,549",7
Central Austin Gem with a Pool!,"$3,699",73
Gorgeous remodeled duplex in Northwest Hills! Soaring ceilings and full of Charm!,"$1,795",55
Walk to Class from your updated condo!,"$1,395",82
Charming duplex in desirable East Austin neighborhood! Excellent condition and walkable to everything!,"$1,950",63
Affordable S. Pleasant Valley Fourplex,$950,52
Beautiful remodeled condo in the center of Tarrytown! Dont miss this one!,"$1,795",49
Fabulous Furnished Home in highly desirable community!,"$1,949",49
Close to Domain Shopping and Metro Rail!,$925,81
Furnished Home with Beautiful Live Oak out front!,"$2,999",91
Luxury Rental 4/4 - Hartford Villas,"$5,800",28
Fort Branch at Truman&apos;s Landing,"$1,001",17
Western Oaks - Beautiful 3/2 Home,"$2,400",44
404 Rio Grande,"$1,775",96
Windsor on the Lake,"$1,810",81
COLE,"$1,820",79
Landmark at Barton Creek Apartment Homes,$841,27
Canyon Springs at Bull Creek,"$1,090",4
State House on Congress,"$1,304",83
The District at SoCo,"$1,156",80
The Park at Monterey Oaks Apartments,"$1,115",30
Villages at the Domain,"$1,360",66
Cliffs at Barton Creek,N/A,58
Seven,"$1,879",97
Eleven By Windsor,"$1,338",86
Wilshire West Apartments,$925,59
Oxford at Tech Ridge Apartments,$963,12
The Heritage at Hillcrest,$899,56
Charming fully detached studio in the heart of East Austin - 285 sq ft,$900,64
Sprawling Hill Country Estate. Lawn/Pool Care/Move Included,"$2,500",8
Hyde Park Newly Remodeled Vaulted Ceilings - July Prelease,"$1,150",76
UT/CENTRAL / 1-1 APARTMENT / CALL OR TEXT (512) 466-9666,$699,82
Newly Remodeled Apartment available 7 month lease,$895,85
3BR / 1BA Quiet Tree-lined Street - Central Austin,"$2,000",73
Cozy &amp; Affordable. 4 miles from DT,"$1,175",31
$1750 / 3br - 2100ft2 - 3br/2bath 1 Story home in,"$1,795",23
Efficiency with Hardwood off Westgate- Ready Now!!,$795,53
Tarry Town Place,"$3,300",45
Way cool house! Way cool area! Mueller,"$1,900",43
Beautiful Victorian Duplex #A &amp; B,"$2,000",57
There's no place like Om.,"$1,013",39
Stone Hill,"$1,350",90
Central Austin Beauty- Nice size,"$3,900",58
4br 2 ba House in HOT Rosedale / Allandale,"$3,100",37
"Bouldin Creek Bungalow Bills furnished, bills pd","$1,900",75
Luxry condo at Zilker,"$1,800",75
Townhome Living in Austin Texas,"$1,575",13
Triangle Apartment at a GREAT price,N/A,80
1 Bedroom Furnished w/Parking (Girls Only),N/A,90
"Spring 2017 - 1BR, 1 Bath in West Campus",N/A,85
Single occpancy room with bath at 2215 apartments,N/A,91
2400 Nueces 1 Bedroom 1 Bath,N/A,85
OFFERING SINGLE BEDROOM & BATHROOM,N/A,93
Studio (January 2017),N/A,80
Hancock Austin,"$1,160",69
House for rent in Austin.,"$1,675",38
Thank you for checking us out and considering us as your new home.,$695,61
Prominence Apartments 2 bedrooms Luxury Apt Homes,"$1,750",9
780SqFt 2/1 In East Austin,"$1,425",44
"Location, Location, Location. Parking Available!","$1,650",49
"CLOSE TO DOMAIN, ARBORETUM, ACC","$1,525",34
2 bedrooms Apartment - Large & Bright,"$1,050",76
3 bedrooms - come and see this one.,"$2,395",1
"Bright Austin, 2 bedroom, 2.50 bath for rent. Parking Available!","$1,150",23
Austin - superb Apartment nearby fine dining. Parking Available!,"$1,150",20
Manor Road and Airport Boulevard Austin,"$1,199",67
2833 San Gabriel St Austin,"$6,900",79
1801 E 51st St,"$2,043",55
E. 6th St Austin,"$1,475",88
Rockcrest Dr and Bluffridge Dr Austin,$850,41
7004 Outfitter Dr Austin,"$1,795",5
5105 Avenue F,"$1,700",65
2222 PEARL STREET AUSTIN,$615,89
702 Harris Ave Austin,"$2,695",67
Great property in Gracy Farms. Washer/Dryer Hookups!,"$1,900",44
$50 Visa gift card with successful lease from me,"$1,815",60
3 bd/2 ba,"$3,095",74
Duval and 32nd Austin,"$1,350",78
1503 W 9th St Austin,"$1,900",86
Back on market after 2 months-extensive remodel. Parking Available!,"$1,995",N/A
4008 Valley View Rd Austin,"$2,399",62
8800 N IH-35 AUSTIN,$721,44
"Austin, prime location 3 bedroom, House","$1,400",40
Beautiful Austin House for rent,"$1,645",N/A
Location Location Location.,"$1,550",98
Thank you for checking us out and considering us as your new home.,$695,61
"Amazing 1 bedroom, 1 bath for rent. Pet OK!","$1,077",9
$618/mo \ Studio \ Apartment - ready to move in. Parking Available!,$618,42
4715 Highland Terrace,"$3,400",45
5410 Avenue G,"$2,350",60
Burnet and 2222 Austin,"$1,300",83
The Best of the Best in the City of Austin! Save Big!,"$1,250",30
Burnet Rd Austin,$880,71
"Nice duplex between I-35 and Lamar, west of 183.",$995,57
Apartment for rent in Austin.,N/A,33
Couch and Coffee Table.,"$1,275",91
GORGEOUS & IMPRESSIVE 1-story house for lease in central Austin!,"$1,595",53
"Austin, Great Location, 2 bedroom Apartment. $799/mo",$799,38
2216 San Gabriel # 205,"$2,400",83
Congress and E Stassney ln Austin,"$1,404",64
8311 Weyburn Drive,"$1,475",66
2001 S MO Pac Expy Austin,"$1,450",41
Super Cute! Apartment for Rent!,"$1,448",80
South Congress and Industrial Blvd. Austin,"$1,045",52
Cute 3 bedroom in the hottest part of town!,"$1,599",77
Austin - Montopolis 4 bedroom home for rentcentral air. Parking Available!,"$1,500",43
"Lease Spacious 3+2.50. Approx 2,276 sf of Living Space!","$2,400",20
Manor Road and Airport Boulevard Austin,"$1,199",67
Old Bee Caves rd. and Highway 71 Austin,"$1,000",48
D Oak Knoll and Parmer Unit 743968 Austin,"$1,345",49
6405 S Interstate 35 Austin,$685,53
"$1,168 / 3 bedrooms - Great Deal. MUST SEE!","$1,168",53
3801 Manchaca Rd Austin,"$1,650",58
2 bedrooms - Two-story townhouse-style apartment near Mueller Development.,$975,58
North @ Rundberg Austin,$755,67
1038 E 43rd Street - A,"$3,200",72
BEAUTIFUL HOME CENTRALLY LOCATED IN AUSTIN.,"$3,400",58
Apartment for rent in Austin.,N/A,80
5820 Berkman Dr Austin,$995,66
House for rent in Austin. Parking Available!,"$2,295",31
Stainless steel appliances.,"$1,495",40
Imagine living in the heart of downtown Austin.,"$2,100",70
House for rent in Austin. Washer/Dryer Hookups!,"$1,208",53
